episode,air_date_tvmaze,air_date_thetvdb,air_date_wiki,air_date_thrawn,production_number,title_thrawn,title_tvmaze,title_thetvdb,title_wiki
S05E31,1993-04-17,1993-04-17,1993-04-17,1993-04-17,CP-533,"Fort Worth, TX 8","Fort Worth, TX #8","Fort Worth, TX 8","Fort Worth, Texas 8"
S05E32,1993-04-24,1993-04-24,1993-04-24,1993-04-24,CP-534,"Fort Worth, TX 9","Fort Worth, TX #9","Fort Worth, TX 9","Fort Worth, Texas 9"
S05E33,1993-05-01,1993-05-01,1993-05-01,1993-05-01,CP-540,"Phoenix, AZ 3","Phoenix, AZ #1","Phoenix, AZ 1","Phoenix, Arizona 1"
S05E34,1993-05-08,1993-05-08,1993-05-08,1993-05-08,CP-539,"Phoenix, AZ 2","Phoenix, AZ #2","Phoenix, AZ 2","Phoenix, Arizona 2"
S05E35,1993-05-15,1993-05-15,1993-05-15,1993-05-15,CP-535,"Fort Worth, TX 10","Fort Worth, TX #10","Fort Worth, TX 10","Fort Worth, Texas 10"
S05E36,1993-05-16,1993-05-16,1993-05-16,1993-05-16,CP-537,"Fort Worth, TX 12","Fort Worth, TX #11","Fort Worth, TX 11","Fort Worth, Texas 11"
S05E37,1993-05-22,1993-05-22,1993-05-22,1993-05-22,CP-536,"Fort Worth, TX 11","Fort Worth, TX #12","Fort Worth, TX 12","Fort Worth, Texas 12"
S05E38,1993-05-29,1993-05-29,1993-05-29,1993-05-29,CP-546,United States Hour Special,United States Special Edition (60 min),United States Special 1,United States Special Edition
S05E39,1993-06-05,1993-05-29,1993-06-05,1993-06-05,CP-538,"Phoenix, AZ 1","Phoenix, AZ #3",United States Special 2,"Phoenix, Arizona 3"
S05E40,1993-06-26,1993-06-05,1993-06-26,1993-06-26,CP-541,"Phoenix, AZ 4","Phoenix, AZ #4","Phoenix, AZ 3","Phoenix, Arizona 4"
S05E41,1993-07-03,1993-06-26,1993-07-03,1993-07-03,CP-517,DEA 1 Hour Special,DEA Special Edition,"Phoenix, AZ 4",DEA Special Edition (South America & United States)
S05E42,1993-07-10,1993-07-03,1993-07-10,1993-07-10,CP-542,"San Bernardino, CA 2","San Bernardino, CA #1",DEA Special Edition 1,"San Bernardino County, California 1"
S05E43,1993-07-17,1993-07-03,1993-07-17,1993-07-17,CP-543,"San Bernardino, CA 3","San Bernardino, CA #2",DEA Special Edition 2,"San Bernardino County, California 2"
S05E44,1993-07-24,1993-07-10,1993-07-24,1993-07-24,CP-544,"San Bernardino, CA 4","San Bernardino, CA #3","San Bernardino, CA 1","San Bernardino County, California 3"
S05E45,1993-07-31,1993-07-17,1993-07-31,1993-07-31,CP-545,"San Bernardino, CA 5","San Bernardino, CA #4","San Bernardino, CA 2","San Bernardino County, California 4"
S05E46,1993-09-04,1993-07-24,1993-09-04,1993-09-04,CP-518,"San Bernardino, CA 1","San Bernardino, CA #5","San Bernardino, CA 3","San Bernardino County, California 5"
S05E47,,1993-07-31,,,,,,"San Bernardino, CA 4",
S05E48,,1993-09-04,,,,,,"San Bernardino, CA 5",
S05E49,,1993-04-10,,,,,,"Denver, CO 9",
S06E01,1993-08-07,1993-08-07,1993-08-07,1993-08-07,CP-610,"Nashville, TN 1","Nashville, TN #1","Nashville, TN 1","Nashville, Tennessee 1"
S06E02,1993-08-14,1993-08-14,1993-08-14,1993-08-14,CP-611,"Nashville, TN 2","Nashville, TN #2","Nashville, TN 2","Nashville, Tennessee 2"
S06E03,1993-08-21,1993-08-21,1993-08-21,1993-08-21,CP-612,"Nashville, TN 3","Nashville, TN #3","Nashville, TN 3","Nashville, Tennessee 3"
S06E04,1993-08-28,1993-08-28,1993-08-28,1993-08-28,CP-613,"Nashville, TN 4","Nashville, TN #4","Nashville, TN 4","Nashville, Tennessee 4"
S06E05,1993-09-11,1993-09-11,1993-09-11,1993-09-11,CP-614,"Nashville, TN 5","Nashville, TN #5","Nashville, TN 5","Nashville, Tennessee 5"
S06E06,1993-09-18,1993-09-18,1993-09-18,1993-09-15,CP-615,"Nashville, TN 6","Nashville, TN #6","Nashville, TN 6","Nashville, Tennessee 6"
S06E07,1993-09-25,1993-09-25,1993-09-25,1993-09-25,CP-616,"Nashville, TN 7","Nashville, TN #7","Nashville, TN 7","Nashville, Tennessee 7"
S06E08,1993-10-16,1993-10-16,1993-10-02,1993-10-16,CP-603,"Sacramento, CA 3","Sacramento, CA #1","Sacramento, CA 1","Nashville, Tennessee 8"
S06E09,1993-10-23,1993-10-23,1993-10-09,1993-10-23,CP-604,"Sacramento, CA 4","Sacramento, CA #2","Sacramento, CA 2","Sacramento, California 1"
S06E10,1993-10-30,1993-10-30,1993-10-16,1993-10-30,CP-605,"Sacramento, CA 5","Sacramento, CA #3","Sacramento, CA 3","Sacramento, California 2"
S06E11,1993-11-02,1993-11-02,1993-10-23,1993-11-02,CP-618,"Nashville, TN 9","Nashville, TN #8","Nashville, TN 8","Sacramento, California 3"
S06E12,1993-11-06,1993-11-06,1993-10-30,1993-11-06,CP-628,In Hot Pursuit,In Hot Pursuit Special Edition,In Hot Pursuit Special Edition,"Sacramento, California 4"
S06E13,1993-11-09,1993-11-09,1993-11-06,1993-11-09,CP-602,"Sacramento, CA 2","Sacramento, CA #4","Sacramento, CA 4",Cops in Hot Pursuit Special Edition
S06E14,1993-11-13,1993-11-13,1993-11-13,1993-11-13,CP-629,"Cleveland, OH 1","Cleveland, OH #1","Cleveland, OH 1","Cleveland, Ohio 1"
S06E15,1993-11-20,1993-11-20,1993-11-20,1993-11-20,CP-630,"Cleveland, OH 2","Cleveland, OH #2","Cleveland, OH 2","Cleveland, Ohio 2"
S06E16,1993-11-27,1993-11-27,1993-11-27,1993-11-27,CP-631,"Cleveland, OH 3","Cleveland, OH #3","Cleveland, OH 3","Cleveland, Ohio 3"
S06E17,1993-12-04,1993-12-04,1993-12-04,1993-12-04,CP-632,"Cleveland, OH 4","Cleveland, OH #4","Cleveland, OH 4","Cleveland, Ohio 4"
S06E18,1993-12-11,1993-12-18,1993-12-11,1993-12-11,CP-634,"Cleveland, OH 6","Cleveland, OH #5","Cleveland, OH 5","Cleveland, Ohio 5"
S06E19,1993-12-11,1993-12-11,1993-12-18,1994-12-17,CP-619,"El Paso, TX 1","El Paso, TX #1","El Paso, TX 1","El Paso, Texas 1"
S06E20,1993-12-18,1993-12-18,1994-01-01,1993-12-18,CP-620,"El Paso, TX 2","El Paso, TX #2","El Paso, TX 2",New York City Subway Special Edition
S06E21,1993-12-18,1993-12-11,1994-01-08,1993-12-18,CP-633,"Cleveland, OH 5","Cleveland, OH #6","Cleveland, OH 6","El Paso, Texas 2"
S06E22,1993-12-25,1993-12-25,1994-01-15,1993-12-25,CP-635,"Cleveland, OH 7","Cleveland, OH #7","Cleveland, OH 7","Sacramento, California 5"
S06E23,1994-01-01,1994-01-01,1994-01-22,1994-01-01,CP-637,New York City Subway Special,New York City Subway Special Edition,New York City Subway Special Edition,"Cleveland, Ohio 6"
S06E24,1994-01-08,1994-01-08,1994-01-29,1994-01-08,CP-621,"El Paso, TX 3","El Paso, TX #3","El Paso, TX 3","Sacramento, California 6"
S06E25,1994-01-15,1994-01-15,1994-02-05,1994-01-15,CP-601,"Sacramento, CA 1","Sacramento, CA #5","Sacramento, CA 5","Little Rock, Arkansas 1"
S06E26,1994-01-29,1994-01-29,1994-02-12,1994-01-29,CP-606,"Sacramento, CA 6","Sacramento, CA #6","Sacramento, CA 6","Cleveland, Ohio 7"
S06E27,1994-02-19,1994-02-02,1994-02-19,1994-02-19,CP-622,"El Paso, TX 4","El Paso, TX #4","Little Rock, AR 2","El Paso, Texas 3"
S06E28,1994-02-26,1994-02-19,1994-02-26,1994-02-26,CP-636,"Cleveland, OH 8","Cleveland, OH #8","El Paso, TX 4","Cleveland, Ohio 8"
S06E29,1994-03-05,1994-02-26,1994-03-05,1994-03-05,CP-623,"El Paso, TX 5","El Paso, TX #5","Cleveland, OH 8","El Paso, Texas 4"
S06E30,1994-03-19,1994-03-05,1994-03-19,1994-03-19,CP-624,"El Paso, TX 6","El Paso, TX #6","El Paso, TX 5","El Paso, Texas 5"
S06E31,1994-03-26,1994-03-19,1994-03-26,1994-03-26,CP-607,"Sacramento, CA 7","Sacramento, CA #7","El Paso, TX 6","Sacramento, California 7"
S06E32,1994-04-02,1994-03-26,1994-04-02,1994-04-02,CP-625,"El Paso, TX 7","El Paso, TX #7","Sacramento, CA 7","El Paso, Texas 6"
S06E33,1994-04-09,1994-04-02,1994-04-09,1994-04-09,CP-608,"Sacramento, CA 8","Sacramento, CA #8","El Paso, TX 7","Sacramento, California 8"
S06E34,1994-04-16,1994-04-09,1994-04-16,1994-04-16,CP-640,"Little Rock, AR 3","Little Rock, AR #1","Sacramento, CA 8","Little Rock, Arkansas 2"
S06E35,1994-04-23,1994-06-18,1994-04-23,1994-04-23,CP-609,"Sacramento, CA 9","Sacramento, CA #9","Little Rock, AR 1","Sacramento, California 9"
S06E36,1994-04-30,1994-04-23,1994-04-30,1994-04-30,CP-642,"Indianapolis, IN 3","Indianapolis, IN #1","Sacramento, CA 9","Indianapolis, Indiana 1"
S06E37,1994-05-07,1994-04-30,1994-05-07,1994-05-07,CP-644,"Indianapolis, IN 5","Indianapolis, IN #2","Indianapolis, IN 1","Indianapolis, Indiana 2"
S06E38,1994-06-04,1994-05-07,1994-06-04,1994-06-04,CP-617,"Nashville, TN 8","Nashville, TN #9","Indianapolis, IN 2","Nashville, Tennessee 9"
S06E39,1994-06-18,1994-06-04,1994-06-18,1994-06-18,CP-646,Hong Kong Special,Hong Kong Special Edition,"Nashville, TN 9",Hong Kong Special Edition
S06E40,1994-02-02,1994-04-16,1994-07-09,1994-02-07,CP-639,"Little Rock, AR 2","Little Rock, AR #2","Little Rock, AR 2","Little Rock, Arkansas 3"
S06E41,1994-07-09,1994-07-09,1994-07-16,1994-07-09,CP-638,"Little Rock, AR 1","Little Rock, AR #3","Little Rock, AR 3","Little Rock, Arkansas 4"
S06E42,1994-07-16,1994-07-16,1994-09-03,1994-07-16,CP-641,"Little Rock, AR 4","Little Rock, AR #4","Little Rock, AR 4","Indianapolis, Indiana 3"
S06E43,1994-09-03,1994-09-03,1994-09-10,1994-09-03,CP-626,"Indianapolis, IN 1","Indianapolis, IN #3","Indianapolis, IN 3","Indianapolis, Indiana 4"
S06E44,1994-09-10,1994-09-10,1994-09-17,1994-09-10,CP-627,"Indianapolis, IN 2","Indianapolis, IN #4","Indianapolis, IN 4","Indianapolis, Indiana 5"
S06E45,1994-09-17,1994-09-17,1994-09-24,1994-09-17,CP-643,"Indianapolis, IN 4","Indianapolis, IN #5","Indianapolis, IN 5","Indianapolis, Indiana 6"
S06E46,1994-09-24,1994-09-24,1994-12-17,1994-09-24,CP-645,"Indianapolis, IN 6","Indianapolis, IN #6","Indianapolis, IN 6","El Paso, Texas 7"
S07E01,1994-05-14,1994-05-14,1994-05-14,1994-05-14,CP-701,"Los Angeles, CA 14","Los Angeles, CA #14","Los Angeles, CA 13","Los Angeles County, California 13"
S07E02,1994-05-21,1994-05-21,1994-05-21,1994-05-21,CP-702,"Los Angeles, CA 15","Los Angeles, CA #15","Los Angeles, CA 14","Los Angeles County, California 14"
S07E03,1994-07-30,1994-07-30,1994-07-30,1994-07-30,CP-703,"Los Angeles, CA 16","Los Angeles, CA #16","Los Angeles, CA 15","Los Angeles County, California 15"
S07E04,1994-08-06,1994-08-06,1994-08-06,1994-08-06,CP-705,"Los Angeles, CA 18","Los Angeles, CA #18","Los Angeles, CA 16","Los Angeles County, California 16"
S07E05,1994-08-13,1994-08-13,1994-08-13,1994-08-13,CP-706,"Los Angeles, CA 19","Los Angeles, CA #19","Los Angeles, CA 17","Los Angeles County, California 17"
S07E06,1994-08-20,1994-08-20,1994-08-20,1994-08-20,CP-704,"Los Angeles, CA 17","Los Angeles, CA #17","Los Angeles, CA 18","Los Angeles County, California 18"
S07E07,1994-10-01,1994-10-01,1994-10-01,1994-10-01,CP-707,"Los Angeles, CA 20","Los Angeles, CA #20","Los Angeles, CA 19","Los Angeles County, California 19"
S07E08,1994-10-08,1994-10-08,1994-10-08,1994-10-08,CP-708,"Los Angeles, CA 21","Los Angeles, CA #21","Los Angeles, CA 20","Los Angeles County, California 20"
S07E09,1994-10-15,1994-10-15,1994-10-15,1994-10-15,CP-709,"Los Angeles, CA 22","Los Angeles, CA #22","Los Angeles, CA 21","Los Angeles County, California 21"
S07E10,1994-10-20,1994-10-20,1994-10-20,1994-10-20,CP-733,New York City 1,New York City #1,New York City 1,"New York, New York 1"
S07E11,1994-10-20,1994-10-20,1994-10-20,1994-10-20,CP-734,New York City 2,New York City #2,New York City 2,"New York, New York 2"
S07E12,1994-10-22,1994-10-22,1994-10-22,1994-10-22,CP-710,"Los Angeles, CA 23","Los Angeles, CA #23","Los Angeles, CA 22","Los Angeles County, California 22"
S07E13,1994-10-29,1994-10-29,1994-10-29,1994-10-29,CP-712,"Los Angeles, CA 25","Los Angeles, CA #25","Los Angeles, CA 23","Los Angeles County, California 23"
S07E14,1994-11-05,1994-11-05,1994-11-05,1994-11-05,CP-735,New York City 3,New York City #3,New York City 3,"New York, New York 3"
S07E15,1994-11-12,1994-11-12,1994-11-12,1994-11-12,CP-736,New York City 4,New York City #4,New York City 4,"New York, New York 4"
S07E16,1994-11-19,1994-11-19,1994-11-19,1994-11-19,CP-723,Kansas City 9,Kansas City #9,Kansas City 9,"Kansas City, Missouri; Kansas City, Kansas 9"
S07E17,1994-12-03,1994-12-03,1994-11-26,1994-12-03,CP-713,"Los Angeles, CA 26","Los Angeles, CA #26","Los Angeles, CA 24","Kansas City, Missouri; Kansas City, Kansas 10"
S07E18,1994-12-10,1994-12-10,1994-12-03,1994-12-10,CP-714,"Los Angeles, CA 27","Los Angeles, CA #27","Los Angeles, CA 25","Los Angeles County, California 24"
S07E19,1995-01-07,1995-01-07,1994-12-10,1995-01-07,CP-711,"Los Angeles, CA 24","Los Angeles, CA #24","Los Angeles, CA 26","Los Angeles County, California 25"
S07E20,1995-01-21,1995-01-21,1995-01-07,1995-01-21,CP-715,"Los Angeles, CA 28","Los Angeles, CA #28","Los Angeles, CA 27","Los Angeles County, California 26"
S07E21,1995-02-04,1995-02-04,1995-01-21,1995-02-04,CP-725,Kansas City 11,Kansas City #11,Kansas City 10,"Los Angeles County, California 27"
S07E22,1995-02-11,1995-02-11,1995-02-04,1995-02-11,CP-716,"Las Vegas, NV 9","Las Vegas, NV #9","Las Vegas, NV 9","Kansas City, Missouri; Kansas City, Kansas 11"
S07E23,1995-02-18,1995-02-18,1995-02-11,1995-02-18,CP-717,"Las Vegas, NV 10","Las Vegas, NV #10","Las Vegas, NV 10","Las Vegas, Nevada 9"
S07E24,1995-03-04,1995-03-04,1995-02-18,1995-03-04,CP-718,"Las Vegas, NV 11","Las Vegas, NV #11","Las Vegas, NV 11","Las Vegas, Nevada 10"
S07E25,1995-03-11,1995-03-11,1995-03-04,1995-03-11,CP-724,Kansas City 10,Kansas City #10,Kansas City 11,"Las Vegas, Nevada 11"
S07E26,1995-03-18,1995-03-18,1995-03-18,1995-03-18,CP-726,Kansas City 12,Kansas City #12,Kansas City 12,"Kansas City, Missouri; Kansas City, Kansas 12"
S07E27,1995-04-01,1995-04-01,1995-04-01,1995-04-01,CP-727,Kansas City 13,Kansas City #13,Kansas City 13,"Kansas City, Missouri; Kansas City, Kansas 13"
S07E28,1995-04-08,1995-04-08,1995-04-08,1995-04-08,CP-728,Kansas City 14,Kansas City #14,Kansas City 14,"Kansas City, Missouri; Kansas City, Kansas 14"
S07E29,1995-04-15,1995-04-15,1995-04-15,1995-04-15,CP-719,"Las Vegas, NV 12","Las Vegas, NV #12","Las Vegas, NV 12","Las Vegas, Nevada 12"
S07E30,1995-04-22,1995-04-22,1995-04-29,1995-04-22,CP-730,Kansas City 16,Kansas City #16,Kansas City 15,"Kansas City, Missouri; Kansas City, Kansas 15"
S07E31,1995-04-29,1995-04-29,1995-05-06,1995-04-29,CP-729,Kansas City 15,Kansas City #15,Kansas City 16,"Las Vegas, Nevada 13"
S07E32,1995-05-06,1995-05-06,1995-05-13,1995-05-06,CP-720,"Las Vegas, NV 13","Las Vegas, NV #13","Las Vegas, NV 13","Kansas City, Missouri; Kansas City, Kansas 16"
S07E33,1995-05-20,1995-05-20,1995-05-20,1995-05-20,CP-731,"Los Angeles, CA 29","Los Angeles, CA #29","Los Angeles, CA 28","Los Angeles, California 28"
S07E34,1995-06-03,1995-07-08,1995-07-08,1995-06-03,BOC-003,Best of Cops 3,Best of Cops #3,"Las Vegas, NV 14","Las Vegas, Nevada 14"
S07E35,1995-06-10,1995-07-15,1995-07-15,1995-06-10,BOC-004,Best of Cops 4,Best of Cops #4,"Los Angeles, CA 29","Los Angeles, California 29"
S07E36,1995-06-17,1995-07-22,1995-07-22,1995-06-17,BOC-005,Best of Cops 5,Best of Cops #5,"Las Vegas, NV 15","Las Vegas, Nevada 15"
S07E37,1995-06-24,1995-07-15,1995-11-06,1995-06-24,BOC-006,Best of Cops 6,Best of Cops #6,"Los Angeles, CA 30",Best of Cops Part 2
S07E38,1995-07-01,1995-06-01,1995-11-07,1995-07-01,BOC-007,Best of Cops 7,Best of Cops #7,Best of Cops 4,Best of Cops Part 3
S07E39,1995-07-08,,1995-11-08,1995-07-08,CP-721,"Las Vegas, NV 14","Las Vegas, NV #14",,Best of Cops Part 4
S07E40,1995-07-15,,1995-11-09,1995-07-15,CP-732,"Los Angeles, CA 30","Los Angeles, CA #30",,Best of Cops Part 5
S07E41,1995-07-22,,1995-11-10,1995-07-22,CP-722,"Las Vegas, NV 15","Las Vegas, NV #15",,Best of Cops Part 6
S08E01,1995-07-29,1995-07-29,1995-02-25,1995-07-29,CP-807,"Tampa, FL 6","Tampa, FL #6","Tampa, FL 6","New Orleans, Louisiana: Mardi Gras 1995"
S08E02,1995-09-09,1995-09-09,1995-07-29,1995-09-09,CP-816,"Fort Worth, TX 14","Fort Worth, TX #13","Fort Worth, TX 13","Tampa, Hillsborough County, Florida 3"
S08E03,1995-09-16,1995-09-16,1995-09-09,1995-09-16,CP-812,"Tampa, FL 11","Tampa, FL #11","Tampa, FL 11","Fort Worth, Texas 13"
S08E04,1995-09-23,1995-09-23,1995-09-16,1995-09-23,CP-814,"Dallas, TX 2","Dallas, TX #2","Dallas, TX 2","Tampa, Hillsborough County, Florida 4"
S08E05,1995-09-30,1995-09-30,1995-09-23,1995-09-30,CP-804,"Tampa, FL 3","Tampa, FL #3","Tampa, FL 3","Dallas, Texas 1"
S08E06,1995-10-07,1995-10-07,1995-09-30,1995-10-07,CP-820,"Buffalo, NY 1","Buffalo, NY #1","Buffalo, NY 1","Tampa, Hillsborough County, Florida 5"
S08E07,1995-10-14,1995-10-14,1995-10-07,1995-10-14,CP-805,"Tampa, FL 4","Tampa, FL #4","Tampa, FL 4","Buffalo, New York 1"
S08E08,1995-10-21,1995-10-21,1995-10-14,1995-10-21,CP-821,"Buffalo, NY 2","Buffalo, NY #2","Buffalo, NY 2","Tampa, Hillsborough County, Florida 6"
S08E09,1995-10-28,1995-10-28,1995-10-21,1995-10-28,CP-813,"Dallas, TX 1","Dallas, TX #1","Dallas, TX 1","Buffalo, New York 2"
S08E10,1995-11-11,1995-11-11,1995-10-28,1995-11-11,CP-815,"Dallas, TX 3","Dallas, TX #3","Dallas, TX 3","Dallas, Texas 2"
S08E11,1995-11-18,1995-11-18,1995-11-11,1995-11-18,CP-808,"Tampa, FL 7","Tampa, FL #7","Tampa, FL 7","Dallas, Texas 3"
S08E12,1995-11-25,1995-11-25,1995-11-18,1995-11-25,CP-806,"Tampa, FL 5","Tampa, FL #5","Tampa, FL 5","Tampa, Hillsborough County, Florida 7"
S08E13,1995-12-02,1995-12-02,1995-11-25,1995-12-02,CP-817,"Fort Worth, TX 15","Fort Worth, TX #14","Fort Worth, TX 14","Tampa, Hillsborough County, Florida 8"
S08E14,1995-12-09,1995-12-09,1995-12-02,1995-12-09,CP-822,"Buffalo, NY 3","Buffalo, NY #3","Buffalo, NY 3","Fort Worth, Texas 14"
S08E15,1995-12-16,1995-12-16,1995-12-09,1995-12-16,CP-803,"New Orleans, LA","New Orleans, LA","New Orleans, LA","Buffalo, New York 3"
S08E16,1995-12-23,1995-12-23,1995-12-23,1995-12-23,CP-823,"Buffalo, NY 4","Buffalo, NY #4","Buffalo, NY 4","Buffalo, New York 4"
S08E17,1996-01-06,1996-01-06,1996-01-06,1996-01-06,CP-824,"Buffalo, NY 5","Buffalo, NY #5","Buffalo, NY 5","Buffalo, New York 5"
S08E18,1996-01-13,1996-01-13,1996-01-13,1996-01-13,CP-825,"Buffalo, NY 6","Buffalo, NY #6","Buffalo, NY 6","Buffalo, New York 6"
S08E19,1996-01-27,1996-01-27,1996-01-27,1996-01-27,CP-826,"Buffalo, NY 7","Buffalo, NY #7","Buffalo, NY 7","Buffalo, New York 7"
S08E20,1996-02-03,1996-02-03,1996-02-03,1996-02-03,CP-827,"Albuquerque, NM 1","Albuquerque, NM #1","Albuquerque, NM 1","Albuquerque, New Mexico 1"
S08E21,1996-02-05,1996-02-10,1996-02-05,1996-02-05,S-901,Best Chases,Best Chases Special Edition,"Albuquerque, NM 2",Best Chases Special Edition
S08E22,1996-02-06,1996-02-17,1996-02-06,1996-02-06,S-902,911 Calls,911 Calls Special Edition,Mardi Gras 1995 1,911 Calls Special Edition
S08E23,1996-02-07,1996-02-24,1996-02-07,1996-02-07,S-903,Best Drug Busts,Best Drug Busts Special Edition,Mardi Gras 1995 2,Best Drug Busts Special Edition
S08E24,1996-02-08,1996-03-02,1996-02-08,1996-02-08,S-904,Best Stings,Best Stings Special Edition,"Tampa, FL 8",Best Stings Special Edition
S08E25,1996-02-09,1996-03-16,1996-02-09,1996-02-09,S-905,Classic Cops,Classic Cops Special Edition,"Tampa, FL 9",Classic Cops Special Edition
S08E26,1996-02-10,1996-03-23,1996-02-10,1996-02-10,CP-828,"Albuquerque, NM 2","Albuquerque, NM #2","Tampa, FL 10","Albuquerque, New Mexico 2"
S08E27,1996-02-17,1996-03-30,1996-02-17,1996-02-17,CP-802,Mardi Gras 1995 Pt 2,Mardi Gras 1995 #2,"Dallas, TX 4","New Orleans, Louisiana: Mardi Gras 1995 (Part 2)"
S08E28,1996-02-24,1996-04-06,1996-03-02,1996-02-24,CP-801,Mardi Gras 1995 Pt 1,Mardi Gras 1995 #1,"Albuquerque, NM 3","Tampa, Hillsborough County, Florida 9"
S08E29,1996-03-02,1996-04-13,1996-03-16,1996-03-02,CP-809,"Tampa, FL 8","Tampa, FL #8","Albuquerque, NM 4","Tampa, Hillsborough County, Florida 10"
S08E30,1996-03-16,1996-04-27,1996-03-23,1996-03-16,CP-810,"Tampa, FL 9","Tampa, FL #9","Orange County, CA 1","Tampa, Hillsborough County, Florida 11"
S08E31,1996-03-23,1996-05-04,1996-03-25,1996-03-23,CP-811,"Tampa, FL 10","Tampa, FL #10","Albuquerque, NM 5","New Orleans, Louisiana"
S08E32,1996-03-30,1996-05-11,1996-03-30,1996-03-30,CP-818,"Dallas, TX 4","Dallas, TX #4","Dallas, TX 5","Dallas, Texas 4"
S08E33,1996-04-06,1996-05-18,1996-04-06,1996-04-06,CP-829,"Albuquerque, NM 3","Albuquerque, NM #3","Albuquerque, NM 7","Albuquerque, New Mexico 3"
S08E34,1996-04-13,1996-05-25,1996-04-13,1996-04-13,CP-830,"Albuquerque, NM 4","Albuquerque, NM #4","Albuquerque, NM 6","Albuquerque, New Mexico 4"
S08E35,1996-04-27,1996-06-22,1996-04-27,1996-04-27,CP-836,"Orange County, CA 1","Orange County, CA #1","Albuquerque, NM 8","Orange County, California 1"
S08E36,1996-05-04,1996-06-29,1996-05-04,1996-05-04,CP-831,"Albuquerque, NM 5","Albuquerque, NM #5","Albuquerque, NM 9","Albuquerque, New Mexico 5"
S08E37,1996-05-11,1996-07-06,1996-05-11,1996-05-11,CP-819,"Dallas, TX 5","Dallas, TX #5","Orange County, CA 2","Dallas, Texas 5"
S08E38,1996-05-18,1996-07-13,1996-05-18,1996-05-18,CP-833,"Albuquerque, NM 7","Albuquerque, NM #7","Orange County, CA 3","Albuquerque, New Mexico 6"
S08E39,1996-05-25,,1996-05-25,1996-05-25,CP-832,"Albuquerque, NM 6","Albuquerque, NM #6",,"Albuquerque, New Mexico 7"
S08E40,1996-06-22,,1996-06-22,1996-06-22,CP-834,"Albuquerque, NM 8","Albuquerque, NM #8",,"Albuquerque, New Mexico 8"
S08E41,1996-06-29,,1996-06-29,1996-06-29,CP-835,"Albuquerque, NM 9","Albuquerque, NM #9",,"Albuquerque, New Mexico 9"
S08E42,1996-07-06,,1996-07-06,1996-07-06,CP-837,"Orange County, CA 2","Orange County, CA #2",,"Orange County, California 2"
S08E43,1996-07-13,,1996-07-13,1996-07-13,CP-838,"Orange County, CA 3","Orange County, CA #3",,"Orange County, California 3"
S09E01,1996-08-31,1996-08-31,1996-08-31,1996-08-31,CP-901,"Miami, FL 11","Miami, FL #12","Miami, FL 12","Miami-Homestead, Florida 14"
S09E02,1996-09-07,1996-09-07,1996-09-07,1996-09-07,CP-902,"Miami, FL 12","Miami, FL #13","Miami, FL 13","Miami-Homestead, Florida 15"
S09E03,1996-09-21,1996-09-21,1996-09-21,1996-09-21,CP-903,"Miami, FL 13","Miami, FL #14","Miami, FL 14","Miami-Homestead, Florida 16"
S09E04,1996-09-28,1996-09-28,1996-09-28,1996-09-28,CP-904,"Miami, FL 14","Miami, FL #15","Miami, FL 15","Miami-Homestead, Florida 17"
S09E05,1996-09-28,1996-09-28,1996-10-05,1996-09-23,CP-911,"Providence, RI/Boston 1","Providence, RI/Boston, MA #1","Providence, RI/Boston, MA 1","Miami-Homestead, Florida 18"
S09E06,1996-10-05,1996-10-05,1996-10-12,1996-10-05,CP-905,"Miami, FL 15","Miami, FL #16","Miami, FL 16","Miami-Homestead, Florida 19"
S09E07,1996-10-12,1996-10-12,1996-11-02,1996-10-12,CP-906,"Miami, FL 16","Miami, FL #17","Miami, FL 17","Miami-Homestead, Florida 20"
S09E08,1996-11-02,1996-11-02,1996-11-02,1996-11-02,CP-907,"Miami, FL 17","Miami, FL #18","Miami, FL 18","Boston, Massachusetts/New City, Massachusetts"
S09E09,1996-11-02,1996-11-02,1996-11-09,1996-11-02,CP-908,"Boston/New City, MA","Boston, MA/New City, MA","Boston, MA/New City, MA","Providence, Rhode Island 1"
S09E10,1996-11-09,1996-11-09,1996-11-16,1996-11-09,CP-909,"Providence, RI 1","Providence, RI #1","Providence, RI 1","Providence, Rhode Island 2"
S09E11,1996-11-16,1996-11-16,1996-11-23,1996-11-16,CP-910,"Providence, RI 2","Providence, RI #2","Providence, RI 2","Providence, Rhode Island/Boston, Massachusetts 1"
S09E12,1996-11-30,1996-11-30,1996-11-30,1996-11-30,CP-913,"Miami, FL 18","Miami, FL #19","Miami, FL 19","Miami-Homestead, Florida 21"
S09E13,1996-12-07,1996-12-07,1996-12-07,1996-12-07,CP-914,"Miami, FL 19","Miami, FL #20","Miami, FL 20","Miami-Homestead, Florida 22"
S09E14,1996-12-21,1996-12-21,1996-12-21,1996-12-21,CP-912,"Providence, RI/Boston 2","Providence, RI/Boston, MA #2","Providence, RI/Boston, MA 2","Providence, Rhode Island/Boston, Massachusetts 2"
S09E15,1997-01-04,1997-01-04,1997-01-04,1997-01-04,CP-915,"Boston, MA 8","Boston, MA #8","Boston, MA 8",Boston-Lynn Massachusetts 8
S09E16,1997-01-11,1997-01-11,1997-01-11,1997-01-11,CP-918,Pierce County WA 12,"Pierce County, WA #12","Pierce County, WA 12",Washington State 12
